id,d_c1_h,d_c1_s,d_c1_v,d_c1_pc,d_c2_h,d_c2_s,d_c2_v,d_c2_pc,d_c3_h,d_c3_s,d_c3_v,d_c3_pc
16,0.387021217974645,0.1522278040546406,0.028789889957277305,72.04,22.052949181350268,0.7129340584092971,0.442304993966512,19.02,231.47801138615648,0.9374012480606515,0.013095987503205756,3.27
22,2.628983155142813,0.13350885512723687,0.07083514825268082,45.43,201.51631637040154,0.5635954824626936,0.3487229447667866,35.57,221.06281832927215,0.382619031263956,0.19551539955604483,6.6
30,8.538634412650355,0.5171031053121456,0.3149200624276479,44.78,33.66586543136285,0.25757787998057163,0.5175182389046847,42.03,330.052345983818,0.13613645340372926,0.10025176966579742,7.07
36,25.422844349103055,0.6899759384505084,0.5830204520454004,41.28,45.62457096447517,0.29109450044424134,0.7299637382718002,24.16,63.97269605652524,0.15868630800998626,0.6887914345541312,16.4
50,14.175110285093991,0.11068278724865559,0.7521024216987474,36.16,43.84915053327347,0.22628077049155657,0.5826428948275224,26.23,230.20584863744043,0.3497723304538289,0.06286417855786881,16.97
81,12.64096093285414,0.5144954029110266,0.6673132780082414,37.49,276.6824936048259,0.23506903361011372,0.1299071501209588,21.86,348.9303669280102,0.4563144657671678,0.5051844124954168,15.13
97,0.0,0.0,0.9880623778237866,44.1,0.0,0.0,0.6223307674017076,39.92,0.0,0.0,0.19305431976711795,13.88
111,250.04635154549533,0.6641832068124109,0.06775937533664762,28.67,48.7273854242327,0.8547010062388702,0.8194282531905008,24.37,194.14363919302954,0.5646862628125636,0.3396870497918813,19.08
117,19.986708672011005,0.13255814795051882,0.19669674973611279,27.54,224.2554825199863,0.40555095135762154,0.46137662030650345,27.1,335.34067751765787,0.22360237247178363,0.273890213259447,22.1
149,227.7789810208085,0.5560525364374702,0.3909863055657741,35.85,48.64301288987831,0.5299405446424723,0.5862909283184433,29.49,6.318224846775356,0.3232742410751398,0.2634810739316505,22.37
159,0.49289475150753376,0.3061920309315988,0.8450025456042074,85.83,351.2133459872173,0.743220030849576,0.7153612677947937,5.7,186.26293686744427,0.3103195277076636,0.6840161428396696,2.82
164,5.600687884767323,0.38219079631588504,0.2017570009447671,49.88,43.37980504674742,0.5927348552918389,0.7723908365270553,17.79,235.46353719294459,0.6838672152706585,0.4532942379405761,12.68
245,216.78576835643887,0.5786319127759977,0.25768098516215043,27.02,174.1028600020077,0.5546738855474939,0.08096275547255874,20.95,12.404910995602059,0.5300129275266583,0.5164677070192653,19.58
247,3.930939701403705,0.37895372364508434,0.36500356151860985,32.27,244.77666378395367,0.7892281372158145,0.13387666120247907,27.14,342.60950163648226,0.5555379403693352,0.4388676101009342,22.69
259,32.27795134458362,0.5688178739894644,0.3415536806498213,77.54,3.4730683901516493,0.4056490746673893,0.2625721315142003,17.9,59.20060566065971,0.578356458850267,0.04575564684814918,2.53
268,0.36248685385095564,0.04580765198681818,0.026218802866052056,58.01,232.14848004612432,0.7397078381131859,0.2851042008288435,19.18,196.98279052390393,0.6114413099504361,0.6195403824247898,13.79
283,233.60418171096273,0.40785539365061024,0.3089472232459041,70.77,6.767819176120401,0.15401849182287125,0.225420442428648,12.41,347.46843463175225,0.6440677060522193,0.5905119639861839,7.98
290,2.9199757053684174,0.4688350029892344,0.2845403899721489,41.88,27.457061381716443,0.8257436964205802,0.7480704064199654,24.32,57.114213483145576,0.4276840299139102,0.7613936458771721,12.78
