id,d_c1_h,d_c1_s,d_c1_v,d_c1_pc,d_c2_h,d_c2_s,d_c2_v,d_c2_pc,d_c3_h,d_c3_s,d_c3_v,d_c3_pc
1,201.40741632475405,0.8838261402981129,0.8125156413766496,51.03,16.505901746861106,0.6693837676869114,0.6048726672989873,17.24,52.63034191978409,0.5628862932310653,0.7939773829294127,9.16
2,29.86248287411688,0.5240533937430649,0.505919155478622,47.24,14.398476876603244,0.6096516366182497,0.48683624988319174,33.05,54.79430463486498,0.5012293909460366,0.4827411448450402,9.64
8,1.6144442362080058,0.09843284003664945,0.8455519168739125,46.45,27.97064829692606,0.32961403021334124,0.7650037688401096,23.17,345.3911833802352,0.49314692254472237,0.48834876543206485,18.48
13,199.34038973312332,0.3760967189197387,0.8942069912838032,58.12,28.792276526019798,0.2469086825902944,0.765305087867748,23.39,166.4330965122092,0.09744310665484072,0.8646939506025628,6.71
29,326.867527389892,0.40769606604973724,0.18586423883585682,22.56,348.0956667300626,0.4306357750917596,0.25020476087115573,21.08,21.052611959067075,0.5210768670338601,0.4957454750059902,20.53
33,18.330188898773397,0.5519924336921975,0.6054188550795421,43.02,34.90169873249863,0.6238861136883451,0.7977760393266247,34.54,218.27899551766293,0.30905866945634436,0.5994717086056168,13.27
53,208.04429239561563,0.22050255611477554,0.6608191901372829,40.36,5.334669095536441,0.2153106071802618,0.8010551596010098,25.29,36.45724141445845,0.24598337234409276,0.775343103518117,24.26
56,202.734785095251,0.564844378010485,0.5823379126525783,56.57,21.125306272513342,0.3229481605967845,0.6034439804728609,15.12,70.59982067988362,0.2960292580646451,0.6779135268644593,11.82
60,241.09775947352014,0.48273401557776946,0.30645549004300043,42.35,269.3171872450293,0.40520300144131144,0.4419997913205576,23.75,330.2574388505509,0.346247100348591,0.4645295785385999,16.0
101,74.85148895195596,0.6857814405427571,0.6908669810892138,52.94,354.4814928297679,0.26910700485613637,0.9599564111876424,26.76,4.761018348967032,0.5566540886984931,0.7690823059349171,11.03
107,33.07364034249794,0.42488792140584936,0.7622442390493169,32.0,201.68025034257306,0.4238173933265631,0.805982852959767,27.66,10.053184146372203,0.5442656893685411,0.5223747671183273,20.4
120,58.18025407399464,0.3975456622816168,0.8532811930701928,28.99,242.8519516574176,0.47538568493713024,0.5515805063174101,19.77,35.860029445914954,0.37759444117251867,0.7532279825816139,18.88
126,27.387483748967426,0.26420351415485255,0.8792591065597418,41.06,227.38205836500597,0.6062609101613785,0.6653055035451457,28.16,326.39136125298455,0.41964860492741196,0.6544959361797842,10.67
146,201.6219592339679,0.5306273595200699,0.643275298485077,39.11,24.286949295354887,0.38271934509311517,0.6461204962860313,33.4,236.6602651084164,0.42577381542854537,0.7996811403286863,11.29
150,1.240722106037447,0.1289704904101801,0.07967784359761909,30.64,222.56007756992676,0.4222727520378984,0.21396415980218136,29.73,34.42137143999473,0.23069055304981415,0.5098620738719891,12.33
155,25.224107189689242,0.3780809189146046,0.6790142364076308,54.37,38.63821877265086,0.2745142835535659,0.6885377997544809,31.18,3.0587656098159197,0.24153085627158513,0.2116997971602414,8.46
158,233.25482258785732,0.7239840667696291,0.44191541062776135,38.3,218.12837050121257,0.679429436950632,0.6539322826228967,30.96,264.3643802551836,0.4498847726403323,0.11828115785213748,15.64
