id,d_c1_h,d_c1_s,d_c1_v,d_c1_pc,d_c2_h,d_c2_s,d_c2_v,d_c2_pc,d_c3_h,d_c3_s,d_c3_v,d_c3_pc
177,213.73205713207776,0.7673777832493539,0.5472407572542555,59.51,1.1111891706834354,0.08824417612062857,0.05398877631601051,18.15,241.07380491117124,0.8529493554801116,0.09380961449156186,11.41
196,120.40889280472344,0.968607958520152,0.31305685092605917,55.16,33.35646807786832,0.6526160298729333,0.5464465198658912,14.03,136.62781199569542,0.9266653650193736,0.3830558521751216,12.32
220,4.937604929406275,0.2498607257806194,0.06561601469452125,46.99,230.46957441158426,0.5609178653644482,0.6597507125121121,21.82,324.4895913004895,0.4618369915376832,0.10989550539645013,11.99
311,231.63821480238792,0.22587448143580494,0.4370314656704099,28.5,259.5749536454745,0.20670450581289773,0.4400305910630159,24.43,0.27225176284383557,0.0008781082657843716,0.9583926094271084,23.94
328,208.52892365990868,0.48929626770608997,0.43718154796078046,35.86,189.30285337171648,0.4829029859547963,0.30890810649237077,33.67,168.9610443786339,0.49699247764913573,0.29760230179027114,21.47
332,6.104801920058563,0.13008342705894874,0.17942738824307675,62.71,247.96307603396244,0.44702477563997717,0.16478374375963106,14.98,221.6593020726139,0.2626398289738679,0.318053622445239,12.49
397,217.64383534483267,0.5539416881881675,0.5620095096862552,27.5,7.147868956614833,0.5576814422783288,0.3729489203276336,20.37,24.509315681332303,0.5309267602347565,0.5892927360645902,16.75
407,4.934667508501937,0.3817031284000726,0.2313911102924923,26.7,37.19327424585244,0.29804828325279814,0.2553169716712241,20.12,337.63611113805007,0.22295734868967892,0.14281203828408204,18.09
426,1.2889054956883956,0.20092901453830367,0.11601523757505229,51.93,351.0142639683488,0.6107027568078379,0.5721920548401028,33.26,126.44446464174348,0.857709333782465,0.040661393675904045,4.37
512,0.41392733472333215,0.1515380952255294,0.056119656779770655,53.99,243.0197879122524,0.65319665704267,0.10578987730060885,20.28,18.650280011566956,0.7777122155330379,0.5037223051390095,14.48
652,46.59184269974446,0.6013917173728736,0.7186245904048073,36.06,53.460196975085175,0.6336195438349558,0.7222610105115221,33.44,30.589998374566914,0.5080266385512383,0.5072224400575079,15.17
735,234.07836450277424,0.3719466912016409,0.4928397003527663,51.38,250.2834700334709,0.29529684908278064,0.4079572400388396,33.47,4.262088969521341,0.14231192011611835,0.30616322204557045,7.22
742,247.95058066324012,0.4821087911229734,0.2966831389387725,28.18,13.500027001434244,0.6100845508634979,0.5034404246337114,24.2,227.42581347524685,0.3973103135889325,0.4778198481200793,23.31
775,328.4295183544404,0.8676079444003638,0.8199591667266203,60.05,53.45143189121939,0.1833724869706201,0.6548128696231854,24.48,2.2745395074578503,0.09503429299900602,0.7814736411066391,10.43
841,243.44073171141832,0.3448328447833414,0.07148192067651413,53.73,35.78866932374731,0.028328649917779624,0.8899966519644408,16.06,341.0742293083578,0.12667139120770357,0.49137312318778203,9.5
879,0.964993125025087,0.218559222033278,0.06279503855427883,37.63,242.91058167356735,0.6302440757064784,0.052679572885345916,23.43,216.7645880126364,0.7355944864480233,0.11901782916189557,22.92
891,232.25666607540617,0.7942333480650107,0.020736617186456884,51.94,200.8819251961385,0.8185945608911988,0.4741056901340336,25.19,0.5922443267972719,0.1636647608014209,0.009787358346810143,12.66
968,0.009324243721240437,0.016509711369898525,0.07485591211541194,53.87,56.93503830146571,0.0903433279646761,0.5396479600344852,32.24,119.69132639357213,0.9227750040630988,0.3647285558405419,8.07
1105,204.9044892162152,0.41448551528161126,0.5038271856451634,38.74,240.2453062183701,0.8625040235369489,0.0855234847562093,26.3,19.592127678258038,0.2845010449267394,0.6553951137234711,14.83
1128,210.36122878934324,0.5154551960939173,0.5628378356992546,36.14,3.172578441923409,0.3414635925094345,0.19437603394822317,21.41,339.5506273327618,0.6116468808973402,0.3817211115592002,19.85
1130,30.922443742993583,0.5883843266603733,0.293218883094049,44.65,45.427199146181245,0.5112766305501125,0.5597931411608664,36.6,5.671834811574958,0.6711806481626329,0.27770887060460525,11.18
1214,0.396131554450189,0.05760908889893189,0.012105419154929794,81.55,44.46525712515461,0.4339235464414918,0.3703769704509375,6.8,154.2487229034772,0.7259043778946918,0.16038485152285256,4.91
1258,0.19606815526194868,0.07563514695873128,0.15927532146742585,33.68,22.558662872102843,0.41398064519494254,0.6973778965062304,32.41,46.82892364806233,0.23451765456346058,0.6491526048978521,19.64
1322,20.24643528835719,0.24405633516991934,0.6399933775083324,51.97,348.63262733847483,0.4891063601713742,0.3497430489062782,16.91,260.62447397327776,0.6137944745321137,0.22201663288212745,12.21
1323,0.10886130742834524,0.00977510637479214,0.23245927501862948,45.48,209.7518422499512,0.8435677149382104,0.3914418539552514,31.6,234.81269506098008,0.8494095641720051,0.13014909128315222,11.49
1324,224.43508325615298,0.5661400986288135,0.3988110121667391,50.68,247.61406213413377,0.7435285747803105,0.13012536162004926,28.47,8.562664866461793,0.6340904958723695,0.471353742849738,12.65
