id,d_c1_h,d_c1_s,d_c1_v,d_c1_pc,d_c2_h,d_c2_s,d_c2_v,d_c2_pc,d_c3_h,d_c3_s,d_c3_v,d_c3_pc
900,1.5108755820222999,0.09189921866256753,0.9225956733018525,57.57,42.00893769917879,0.3241934101842834,0.8262100212302314,24.46,174.37510377133202,0.0474048356962824,0.9672103876900332,7.45
918,0.9081762213225028,0.07172880887128273,0.9898186353333269,54.41,26.769210632014808,0.47775236409398825,0.8525605437091051,29.38,176.79462204949454,0.026863250954958253,0.989554322665981,6.23
938,2.966167849442925,0.0963016119516587,0.9412905889420422,44.23,48.57588121403576,0.27862962262825264,0.8531727470709063,19.9,273.4644143516241,0.07504199046280989,0.8939974994663512,12.5
963,5.485055419245849,0.944763365190326,0.7212387414174052,41.35,27.960963168955445,0.6636522336902767,0.788232577095468,25.26,109.58488027567289,0.6598122310122592,0.038441224361346796,16.72
1035,195.12488569665527,0.4552868823470461,0.8427781527437892,44.06,73.53700243819665,0.6196996437899398,0.586472071141252,23.91,220.34240014576494,0.31684412832418746,0.7468723811395799,13.97
1087,6.231197938545071,0.6513791435054787,0.4509330851250817,37.23,22.93684776797521,0.5422509511179276,0.6730396606449608,25.7,39.88055597953687,0.23554350696373794,0.8839546799275468,18.7
1926,39.37813727185031,0.2860730548997249,0.8778429623004738,67.55,16.51874112873763,0.2505918198241307,0.7681706490052573,12.99,214.89595514904676,0.23056135575299536,0.6866739686016715,7.1
2941,27.603755890736437,0.3970628782096072,0.8749514196475641,43.61,12.349713468681957,0.38864684141635536,0.9046274333117168,17.26,343.06186705068694,0.5282819281139127,0.9530228858896889,15.77
3315,245.2563049520784,0.51333823994251,0.28251077736056174,32.9,7.1643973886217935,0.7485549779890516,0.7734650846265331,32.75,37.457251745852076,0.524884150846053,0.8806353389565184,16.67
3604,336.6156168884215,0.7426419659110249,0.545120384837385,43.34,36.66323603554997,0.34378696632987193,0.7369458977368704,23.0,4.520709531120694,0.17276732690518834,0.8266154957022289,11.56
