id,d_c1_h,d_c1_s,d_c1_v,d_c1_pc,d_c2_h,d_c2_s,d_c2_v,d_c2_pc,d_c3_h,d_c3_s,d_c3_v,d_c3_pc
37,215.0993299320303,0.4430504874569663,0.6943974489967241,50.93,174.42446227306905,0.23869494708315395,0.6849919637767515,28.16,238.28198904940552,0.12867360482735665,0.6846426638950248,9.79
77,218.21344418100605,0.26840532788348215,0.5130416834925947,25.86,65.1862629813473,0.6356107009806682,0.6464966995897087,23.85,325.9204658790036,0.36993154829476227,0.6412818273870399,18.87
99,0.11906065540542425,0.002091101522166119,0.4447107259112312,71.65,39.705480126933686,0.18652305901957822,0.26930015529528056,11.28,66.92902263474272,0.1216205738778343,0.25258305048507496,9.19
108,28.714423588109618,0.5445082435684647,0.7352320696180434,34.35,205.52989068374688,0.21037735326933174,0.1122727592832783,22.74,20.304744818955317,0.5537805010075293,0.6652900880194196,21.1
116,6.332728451098428,0.5069156442327586,0.7180427843960747,30.24,39.41036956691998,0.3180194677370328,0.8799022593565368,26.73,23.256531989047044,0.37465383403926916,0.8629635446067566,22.56
128,1.9394553078158911,0.12262204808033093,0.0378181536341291,31.6,59.27794173816172,0.3977277931991417,0.2523501340740262,24.67,135.26406366806754,0.6630612664122919,0.20627402625660474,22.16
134,0.0,0.0,0.020377810069237272,22.75,0.0,0.0,0.1724148707102061,20.01,0.0,0.0,0.31140135373376915,17.37
136,15.347202961581175,0.9250927743167616,0.5552872833979017,35.63,20.792834499722037,0.8967695032419173,0.4998098851705923,31.9,35.067200170497706,0.5122120426926611,0.5357911165742251,13.61
137,1.67683156935237,0.2650896005160384,0.8444463197996066,39.96,17.612611486307177,0.48430932494729323,0.6948779536011422,33.85,60.75848032543966,0.33314183875583575,0.9193258474756677,18.88
162,39.429794565780966,0.43253017165358165,0.6003217939506578,79.12,162.8983826047607,0.11044571520565791,0.2174470188810224,11.64,8.492269205857722,0.4062106121316332,0.14896700143472094,4.78
